"Date","Price","Open","High","Low","Change %"
"Jun 22, 2016","1,266.31","1,268.45","1,271.00","1,261.41","-0.17%"
"Jun 21, 2016","1,268.44","1,288.68","1,294.38","1,264.48","-1.68%"
"Jun 20, 2016","1,290.15","1,285.80","1,292.36","1,277.74","-0.65%"
"Jun 17, 2016","1,298.60","1,279.35","1,299.88","1,277.19","1.52%"
"Jun 16, 2016","1,279.14","1,293.51","1,316.11","1,278.77","-0.96%"
"Jun 15, 2016","1,291.49","1,285.14","1,297.09","1,278.43","0.44%"
"Jun 14, 2016","1,285.85","1,283.39","1,290.18","1,276.38","0.14%"
"Jun 13, 2016","1,284.05","1,274.05","1,287.40","1,272.70","0.77%"
"Jun 10, 2016","1,274.20","1,269.41","1,278.10","1,264.47","0.40%"
"Jun 09, 2016","1,269.15","1,262.55","1,272.06","1,257.56","0.56%"
"Jun 08, 2016","1,262.14","1,244.64","1,264.19","1,243.09","1.47%"
"Jun 07, 2016","1,243.85","1,245.11","1,246.66","1,234.45","-0.11%"
"Jun 06, 2016","1,245.24","1,242.40","1,248.79","1,239.55","0.06%"
"Jun 03, 2016","1,244.49","1,210.76","1,244.91","1,206.60","2.77%"
"Jun 02, 2016","1,210.95","1,213.16","1,218.05","1,209.54","-0.20%"
"Jun 01, 2016","1,213.35","1,215.45","1,221.25","1,205.55","-0.16%"
"May 31, 2016","1,215.24","1,205.90","1,218.86","1,205.65","0.80%"
"May 30, 2016","1,205.58","1,213.00","1,213.83","1,199.60","-0.56%"
"May 27, 2016","1,212.40","1,219.61","1,223.70","1,206.45","-0.64%"
"May 26, 2016","1,220.15","1,223.00","1,234.01","1,218.15","-0.33%"
"May 25, 2016","1,224.18","1,226.60","1,230.21","1,217.25","-0.23%"
"May 24, 2016","1,227.00","1,248.71","1,251.26","1,226.03","-1.78%"
"May 23, 2016","1,249.24","1,250.66","1,256.36","1,242.63","-0.24%"
"May 20, 2016","1,252.30","1,254.86","1,259.98","1,248.32","-0.22%"
"May 19, 2016","1,255.10","1,257.60","1,261.92","1,244.00","-0.25%"
"May 18, 2016","1,258.30","1,279.31","1,281.51","1,254.65","-1.70%"
"May 17, 2016","1,280.00","1,273.66","1,282.50","1,269.10","0.48%"
"May 16, 2016","1,273.86","1,272.11","1,288.60","1,270.93","0.02%"
"May 13, 2016","1,273.60","1,263.21","1,276.60","1,263.11","0.80%"
"May 12, 2016","1,263.49","1,277.41","1,280.99","1,263.11","-1.11%"
"May 11, 2016","1,277.69","1,265.35","1,279.18","1,264.40","0.89%"
"May 10, 2016","1,266.40","1,263.71","1,269.50","1,257.25","0.20%"
"May 09, 2016","1,263.85","1,284.55","1,287.98","1,260.70","-1.93%"
"May 06, 2016","1,288.70","1,278.10","1,296.10","1,274.00","0.83%"
"May 05, 2016","1,278.05","1,279.46","1,286.38","1,268.86","-0.11%"
"May 04, 2016","1,279.49","1,285.61","1,289.68","1,271.25","-0.51%"
"May 03, 2016","1,286.00","1,291.36","1,302.40","1,282.06","-0.43%"
"May 02, 2016","1,291.60","1,293.31","1,303.98","1,287.10","-0.17%"
"Apr 29, 2016","1,293.74","1,265.88","1,296.49","1,264.76","2.15%"
"Apr 28, 2016","1,266.48","1,245.26","1,270.10","1,237.65","1.64%"
"Apr 27, 2016","1,246.10","1,242.20","1,251.30","1,240.26","0.21%"
"Apr 26, 2016","1,243.44","1,237.71","1,245.15","1,231.10","0.45%"
"Apr 25, 2016","1,237.90","1,231.70","1,242.30","1,229.70","0.45%"
"Apr 22, 2016","1,232.30","1,247.06","1,252.98","1,226.96","-1.33%"
"Apr 21, 2016","1,248.85","1,243.11","1,270.48","1,242.50","0.39%"
"Apr 20, 2016","1,244.05","1,250.25","1,258.75","1,241.85","-0.52%"
"Apr 19, 2016","1,250.50","1,232.06","1,257.20","1,227.30","1.54%"
"Apr 18, 2016","1,231.55","1,233.70","1,242.00","1,229.76","-0.20%"
"Apr 15, 2016","1,234.05","1,227.16","1,236.29","1,224.90","0.54%"
"Apr 14, 2016","1,227.39","1,241.66","1,244.38","1,223.40","-1.27%"
"Apr 13, 2016","1,243.14","1,255.50","1,257.18","1,239.86","-1.02%"
"Apr 12, 2016","1,255.94","1,258.66","1,262.98","1,250.90","-0.16%"
"Apr 11, 2016","1,257.95","1,239.39","1,259.10","1,239.39","1.42%"
"Apr 08, 2016","1,240.39","1,239.80","1,243.18","1,229.24","-0.02%"
"Apr 07, 2016","1,240.69","1,222.76","1,243.90","1,222.30","1.50%"
"Apr 06, 2016","1,222.35","1,231.36","1,232.41","1,216.70","-0.71%"
"Apr 05, 2016","1,231.14","1,214.86","1,237.05","1,214.45","1.30%"
"Apr 04, 2016","1,215.40","1,219.60","1,223.35","1,213.95","-0.58%"
"Apr 01, 2016","1,222.49","1,232.30","1,235.36","1,208.45","-0.83%"
"Mar 31, 2016","1,232.70","1,225.31","1,240.05","1,224.06","0.64%"
"Mar 30, 2016","1,224.85","1,240.90","1,243.30","1,222.93","-1.42%"
"Mar 29, 2016","1,242.55","1,220.65","1,243.65","1,214.90","1.76%"
"Mar 28, 2016","1,221.05","1,214.11","1,222.96","1,208.15","0.38%"
"Mar 25, 2016","1,216.47","1,216.10","1,216.47","1,216.10","-0.04%"
"Mar 24, 2016","1,216.99","1,220.39","1,224.40","1,212.20","-0.26%"
"Mar 23, 2016","1,220.17","1,247.81","1,249.47","1,215.10","-2.26%"
"Mar 22, 2016","1,248.38","1,243.85","1,259.97","1,242.10","0.37%"
"Mar 21, 2016","1,243.74","1,254.25","1,256.12","1,240.30","-0.92%"
"Mar 18, 2016","1,255.30","1,257.45","1,267.22","1,247.60","-0.21%"
"Mar 17, 2016","1,257.90","1,260.95","1,271.65","1,253.90","-0.41%"
"Mar 16, 2016","1,263.08","1,232.46","1,264.38","1,226.87","2.49%"
"Mar 15, 2016","1,232.38","1,234.31","1,237.58","1,225.70","-0.23%"
"Mar 14, 2016","1,235.28","1,250.61","1,261.09","1,228.90","-1.05%"
"Mar 11, 2016","1,248.44","1,271.06","1,282.89","1,248.06","-1.81%"
"Mar 10, 2016","1,271.44","1,252.51","1,273.79","1,237.06","1.48%"
"Mar 09, 2016","1,252.94","1,260.91","1,264.99","1,243.48","-0.65%"
"Mar 08, 2016","1,261.10","1,267.11","1,278.19","1,259.65","-0.50%"
"Mar 07, 2016","1,267.39","1,259.10","1,273.29","1,256.30","0.63%"
"Mar 04, 2016","1,259.44","1,263.51","1,279.98","1,249.90","-0.34%"
"Mar 03, 2016","1,263.69","1,239.91","1,267.44","1,236.95","1.89%"
"Mar 02, 2016","1,240.30","1,231.96","1,244.29","1,224.10","0.65%"
"Mar 01, 2016","1,232.26","1,237.79","1,249.00","1,227.04","-0.47%"
"Feb 29, 2016","1,238.14","1,222.35","1,241.29","1,217.60","1.27%"
"Feb 26, 2016","1,222.60","1,234.06","1,240.05","1,211.20","-0.98%"
"Feb 25, 2016","1,234.64","1,229.06","1,243.09","1,220.80","0.43%"
"Feb 24, 2016","1,229.35","1,227.01","1,253.30","1,221.55","0.15%"
"Feb 23, 2016","1,227.46","1,208.36","1,227.56","1,206.80","1.55%"
"Feb 22, 2016","1,208.74","1,225.75","1,226.35","1,201.63","-1.58%"
"Feb 19, 2016","1,228.19","1,232.73","1,234.79","1,219.40","-0.34%"
"Feb 18, 2016","1,232.35","1,208.76","1,239.90","1,200.35","1.92%"
"Feb 17, 2016","1,209.14","1,199.81","1,213.88","1,195.40","0.73%"
"Feb 16, 2016","1,200.35","1,208.93","1,217.18","1,190.40","-0.79%"
"Feb 15, 2016","1,209.95","1,232.16","1,234.82","1,201.65","-2.27%"
"Feb 12, 2016","1,238.05","1,246.56","1,249.05","1,231.85","-0.71%"
"Feb 11, 2016","1,246.89","1,197.06","1,260.98","1,195.83","4.13%"
"Feb 10, 2016","1,197.49","1,188.56","1,197.74","1,180.90","0.73%"
"Feb 09, 2016","1,188.85","1,190.76","1,199.29","1,185.10","-0.19%"
"Feb 08, 2016","1,191.14","1,170.51","1,200.98","1,163.70","1.49%"
"Feb 05, 2016","1,173.69","1,155.34","1,174.90","1,144.96","1.55%"
"Feb 04, 2016","1,155.74","1,142.56","1,157.59","1,139.05","1.12%"
"Feb 03, 2016","1,142.93","1,128.76","1,146.00","1,123.95","1.22%"
"Feb 02, 2016","1,129.12","1,128.41","1,130.70","1,122.04","0.02%"
"Feb 01, 2016","1,128.85","1,117.50","1,130.09","1,115.86","0.97%"
"Jan 29, 2016","1,118.04","1,114.76","1,118.50","1,108.50","0.26%"
"Jan 28, 2016","1,115.14","1,125.16","1,126.01","1,111.56","-0.93%"
"Jan 27, 2016","1,125.59","1,119.96","1,128.20","1,114.50","0.45%"
"Jan 26, 2016","1,120.57","1,107.62","1,123.30","1,106.77","1.13%"
"Jan 25, 2016","1,108.05","1,097.46","1,109.05","1,096.96","0.89%"
"Jan 22, 2016","1,098.30","1,101.21","1,102.98","1,093.60","-0.30%"
"Jan 21, 2016","1,101.60","1,100.65","1,104.98","1,092.15","0.05%"
"Jan 20, 2016","1,101.02","1,086.70","1,109.60","1,086.33","1.28%"
"Jan 19, 2016","1,087.12","1,088.43","1,094.70","1,082.55","-0.16%"
"Jan 18, 2016","1,088.90","1,089.21","1,093.26","1,086.95","-0.02%"
"Jan 15, 2016","1,089.10","1,077.56","1,097.59","1,075.80","1.03%"
"Jan 14, 2016","1,078.00","1,093.12","1,095.36","1,071.00","-1.42%"
"Jan 13, 2016","1,093.49","1,086.90","1,095.68","1,079.25","0.59%"
"Jan 12, 2016","1,087.05","1,093.91","1,099.54","1,083.22","-0.66%"
"Jan 11, 2016","1,094.26","1,103.79","1,108.51","1,093.51","-0.90%"
"Jan 08, 2016","1,104.24","1,109.05","1,112.40","1,093.53","-0.45%"
"Jan 07, 2016","1,109.25","1,094.30","1,110.20","1,090.94","1.35%"
"Jan 06, 2016","1,094.45","1,077.40","1,095.45","1,074.55","1.56%"
"Jan 05, 2016","1,077.66","1,074.26","1,082.30","1,072.30","0.28%"
"Jan 04, 2016","1,074.70","1,064.96","1,083.70","1,061.50","1.32%"
"Jan 01, 2016","1,060.74","1,060.71","1,061.41","1,060.24","-0.05%"
"Dec 31, 2015","1,061.30","1,060.99","1,063.68","1,058.00","-0.01%"
"Dec 30, 2015","1,061.45","1,068.63","1,072.85","1,058.80","-0.71%"
"Dec 29, 2015","1,068.99","1,068.81","1,075.79","1,066.90","-0.01%"
"Dec 28, 2015","1,069.05","1,075.60","1,077.15","1,065.90","-0.63%"
"Dec 25, 2015","1,075.88","1,075.50","1,075.88","1,075.50","0.00%"
"Dec 24, 2015","1,075.88","1,070.15","1,077.85","1,069.30","0.52%"
"Dec 23, 2015","1,070.35","1,071.96","1,075.75","1,068.00","-0.19%"
"Dec 22, 2015","1,072.36","1,078.01","1,081.00","1,071.45","-0.56%"
"Dec 21, 2015","1,078.44","1,065.56","1,081.88","1,063.50","1.15%"
"Dec 18, 2015","1,066.19","1,051.34","1,070.79","1,050.66","1.37%"
"Dec 17, 2015","1,051.74","1,072.46","1,073.09","1,047.25","-1.98%"
"Dec 16, 2015","1,072.94","1,060.35","1,078.59","1,060.26","1.15%"
"Dec 15, 2015","1,060.74","1,062.51","1,068.89","1,059.20","-0.20%"
